,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
51429,26573,VIPT,medium_airport,Pantnagar Airport,29.03339958190918,79.47370147705078,769.0,AS,IN,IN-UP,Pantnagar,no,VIPT,PGH,,,,Panthnagar
51431,26575,VISA,medium_airport,Sirsa Air Force Station,29.56060028076172,75.006103515625,650.0,AS,IN,IN-HR,,no,VISA,,,,,
51434,26578,VISR,medium_airport,Sheikh ul Alam Airport,33.987098693847656,74.77420043945312,5429.0,AS,IN,IN-JK,Srinagar,yes,VISR,SXR,,,http://en.wikipedia.org/wiki/Srinagar_Airport,Srinagar Air Force Station
51437,26581,VIUX,medium_airport,Udhampur Air Force Station,32.902198791503906,75.15619659423828,2066.0,AS,IN,IN-JK,,no,VIUX,,,,,
51519,3341,VO55,medium_airport,Murod Kond Airport,18.411501,76.464699,2136.0,AS,IN,IN-MM,Latur,yes,VALT,LTU,,,http://en.wikipedia.org/wiki/Latur_Airport,
51524,26602,VOAT,medium_airport,Agatti Airport,10.823699951171877,72.1760025024414,14.0,AS,IN,IN-LD,,no,VOAT,AGX,,,http://en.wikipedia.org/wiki/Agatti_Aerodrome,
51525,26603,VOBG,medium_airport,HAL Airport,12.949999809300001,77.6681976318,2912.0,AS,IN,IN-KA,Bangalore,yes,VOBG,,,,http://en.wikipedia.org/wiki/HAL_Bangalore_International_Airport,"Bengaluru, Hindustan Airport, HAL Airport, Hindustan Aeronautics"
51526,26604,VOBI,medium_airport,Bellary Airport,15.162799835205078,76.88279724121094,30.0,AS,IN,IN-KA,Bellary,no,VOBI,BEP,,,http://en.wikipedia.org/wiki/Bellary_Airport,"Jindal Vijayanagar, Vijaynagar"
51527,35145,VOBL,large_airport,Kempegowda International Airport,13.1979,77.706299,3000.0,AS,IN,IN-KA,Bangalore,yes,VOBL,BLR,,http://www.bengaluruairport.com/home/home.jspx,https://en.wikipedia.org/wiki/Kempegowda_International_Airport,
51528,26605,VOBR,medium_airport,Bidar Air Force Station,17.908100128173828,77.48709869384766,2178.0,AS,IN,IN-KA,,no,VOBR,,,,,
51529,26606,VOBZ,medium_airport,Vijayawada Airport,16.530399322509766,80.79679870605469,82.0,AS,IN,IN-AP,,yes,VOBZ,VGA,,,http://en.wikipedia.org/wiki/Vijayawada_Airport,
51530,26607,VOCB,medium_airport,Coimbatore International Airport,11.029999733,77.0434036255,1324.0,AS,IN,IN-TN,Coimbatore,yes,VOCB,CJB,,http://www.airportsindia.org.in/allAirports/coimbatore_generalinfo.jsp,http://en.wikipedia.org/wiki/Coimbatore_Airport,
51532,26609,VOCI,large_airport,Cochin International Airport,10.152000000000001,76.401901,30.0,AS,IN,IN-KL,Kochi,yes,VOCI,COK,,http://www.cochin-airport.com/,http://en.wikipedia.org/wiki/Cochin_International_Airport,Cochin
51533,26610,VOCL,large_airport,Calicut International Airport,11.1367998123,75.95529937740001,342.0,AS,IN,IN-KL,Calicut,yes,VOCL,CCJ,,,http://en.wikipedia.org/wiki/Calicut_International_Airport,
51534,26611,VOCP,medium_airport,Kadapa Airport,14.51,78.772778,430.0,AS,IN,IN-AP,Kadapa,yes,VOCP,CDP,,,https://en.wikipedia.org/wiki/Kadapa_Airport,
51535,26612,VOCX,medium_airport,Car Nicobar Air Force Station,9.152509689331056,92.8196029663086,5.0,AS,IN,IN-AN,,no,VOCX,CBD,,,http://en.wikipedia.org/wiki/Car_Nicobar_Air_Force_Base,Carnicobar
51536,26613,VODG,medium_airport,Dundigul Air Force Academy,17.627199173,78.40339660640001,2013.0,AS,IN,IN-TG,Hyderabad,no,VODG,,,,http://en.wikipedia.org/wiki/Dundigul_Air_Force_Academy,
51539,35141,VOHS,large_airport,Rajiv Gandhi International Airport,17.2313175201,78.4298553467,2024.0,AS,IN,IN-TG,Hyderabad,yes,VOHS,HYD,,http://www.shamshabadairport.com/,http://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport,"Shamshabad, Hyderabad"
51540,26615,VOHY,medium_airport,Begumpet Airport,17.4531002045,78.4675979614,1742.0,AS,IN,IN-TG,Hyderabad,no,VOHY,BPM,,,http://en.wikipedia.org/wiki/Begumpet_Airport,"Begumpet Air Force Station, HYD, Hyderabad Airport"
51541,329504,VOKN,medium_airport,Kannur International Airport,11.918614,75.547211,330.0,AS,IN,IN-KL,Kannur,yes,VOKN,CNN,,,https://en.wikipedia.org/wiki/Kannur_International_Airport,
51543,26616,VOMD,medium_airport,Madurai Airport,9.83450984955,78.09339904790002,459.0,AS,IN,IN-TN,Madurai,yes,VOMD,IXM,,http://www.airportsindia.org.in/allAirports/madurai_airpo_gi.jsp,http://en.wikipedia.org/wiki/Madurai_Airport,Madurai Air Force Station
51544,26617,VOML,medium_airport,Mangalore International Airport,12.961299896199998,74.89009857180001,337.0,AS,IN,IN-KA,Mangalore,yes,VOML,IXE,,,http://en.wikipedia.org/wiki/Mangalore_International_Airport,Bajpe Airport
51545,26618,VOMM,large_airport,Chennai International Airport,12.990005493164062,80.16929626464844,52.0,AS,IN,IN-TN,Chennai,yes,VOMM,MAA,,,http://en.wikipedia.org/wiki/Chennai_International_Airport,
51548,26620,VOPB,medium_airport,Vir Savarkar International Airport,11.641200065612793,92.72969818115234,14.0,AS,IN,IN-AN,Port Blair,yes,VOPB,IXZ,,,http://en.wikipedia.org/wiki/Vir_Savarkar_Airport,"Port Blair Airport, Port Blair Air Force Station"
51549,26621,VOPC,medium_airport,Pondicherry Airport,11.968,79.812,134.0,AS,IN,IN-TN,Pondicherry,no,VOPC,PNY,,,https://en.wikipedia.org/wiki/Pondicherry_Airport,
51550,26622,VOPN,medium_airport,Sri Sathya Sai Airport,14.1492996216,77.7910995483,1558.0,AS,IN,IN-AP,Puttaparthi,no,VOPN,PUT,,,http://en.wikipedia.org/wiki/Sri_Sathya_Sai_Airport,
51553,26623,VORY,medium_airport,Rajahmundry Airport,17.1103992462,81.81819915770001,151.0,AS,IN,IN-AP,Rajahmundry,yes,VORY,RJA,,http://aai.aero/allAirports/rajahmundry_generalinfo.jsp,http://en.wikipedia.org/wiki/Rajahmundry_Airport,
51554,26624,VOSM,medium_airport,Salem Airport,11.78330039978,78.06559753418,1008.0,AS,IN,IN-TN,Salem,no,VOSM,SXV,,,https://en.wikipedia.org/wiki/Salem_Airport_(India),
51558,26628,VOTR,medium_airport,Tiruchirapally Civil Airport Airport,10.765399932861328,78.70970153808594,288.0,AS,IN,IN-TN,Tiruchirappally,yes,VOTR,TRZ,,,http://en.wikipedia.org/wiki/Tiruchirapalli_Airport,Tiruchirappalli
51559,26629,VOTV,large_airport,Trivandrum International Airport,8.48211956024,76.9200973511,15.0,AS,IN,IN-KL,Thiruvananthapuram,yes,VOTV,TRV,,,http://en.wikipedia.org/wiki/Trivandrum_International_Airport,"Thiruvananthapuram International Airport, Trivandrum Air Force Station"
